Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
44423	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44424	937	0	LEVEL	80	LIMIT_NONE	0	APPLY_RANDOM	16	APPLY_RESIST_MAGIC	16	APPLY_HP_REGEN	23	APPLY_NOLAN	8	0	250	0	41667	0	10	30	3	0
44424	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44425	936	0	LEVEL	82	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RESIST_MAGIC	18	APPLY_HP_REGEN	24	APPLY_NOLAN	10	0	250	0	41667	0	15	35	3	0
44425	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44426	935	0	LEVEL	84	LIMIT_NONE	0	APPLY_RANDOM	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	25	APPLY_NOLAN	12	0	250	0	41667	0	22	40	3	0
44426	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44427	934	0	LEVEL	86	LIMIT_NONE	0	APPLY_RANDOM	21	APPLY_RESIST_MAGIC	21	APPLY_HP_REGEN	26	APPLY_NOLAN	14	0	250	0	41667	0	32	50	3	0
44427	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44428	933	0	LEVEL	88	LIMIT_NONE	0	APPLY_RANDOM	23	APPLY_RESIST_MAGIC	23	APPLY_HP_REGEN	27	APPLY_NOLAN	16	0	250	0	41667	0	47	65	3	0
44428	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44429	932	0	LEVEL	89	LIMIT_NONE	0	APPLY_RANDOM	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	28	APPLY_NOLAN	18	0	250	0	41667	0	68	80	3	0
44429	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44460	904	0	LEVEL	90	LIMIT_NONE	0	APPLY_RANDOM	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	30	APPLY_NOLAN	20	0	250	0	41667	0	100	100	3	0
44430	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44431	940	0	LEVEL	75	LIMIT_NONE	0	APPLY_RANDOM	11	APPLY_RESIST_MAGIC	11	APPLY_HP_REGEN	20	APPLY_NOLAN	2	0	250	0	41667	0	0	10	3	0
44431	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44432	939	0	LEVEL	77	LIMIT_NONE	0	APPLY_RANDOM	12	APPLY_RESIST_MAGIC	12	APPLY_HP_REGEN	21	APPLY_NOLAN	4	0	250	0	41667	0	5	20	3	0
44432	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44433	938	0	LEVEL	79	LIMIT_NONE	0	APPLY_RANDOM	14	APPLY_RESIST_MAGIC	14	APPLY_HP_REGEN	22	APPLY_NOLAN	6	0	250	0	41667	0	7	25	3	0
44433	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44434	937	0	LEVEL	80	LIMIT_NONE	0	APPLY_RANDOM	16	APPLY_RESIST_MAGIC	16	APPLY_HP_REGEN	23	APPLY_NOLAN	8	0	250	0	41667	0	10	30	3	0
44434	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44435	936	0	LEVEL	82	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RESIST_MAGIC	18	APPLY_HP_REGEN	24	APPLY_NOLAN	10	0	250	0	41667	0	15	35	3	0
44435	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44436	935	0	LEVEL	84	LIMIT_NONE	0	APPLY_RANDOM	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	25	APPLY_NOLAN	12	0	250	0	41667	0	22	40	3	0
44436	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44437	934	0	LEVEL	86	LIMIT_NONE	0	APPLY_RANDOM	21	APPLY_RESIST_MAGIC	21	APPLY_HP_REGEN	26	APPLY_NOLAN	14	0	250	0	41667	0	32	50	3	0
44437	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44438	933	0	LEVEL	88	LIMIT_NONE	0	APPLY_RANDOM	23	APPLY_RESIST_MAGIC	23	APPLY_HP_REGEN	27	APPLY_NOLAN	16	0	250	0	41667	0	47	65	3	0
44438	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44439	932	0	LEVEL	89	LIMIT_NONE	0	APPLY_RANDOM	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	28	APPLY_NOLAN	18	0	250	0	41667	0	68	80	3	0
44439	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44470	904	0	LEVEL	90	LIMIT_NONE	0	APPLY_RANDOM	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	30	APPLY_NOLAN	20	0	250	0	41667	0	100	100	3	0
44440	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44441	930	0	LEVEL	92	LIMIT_NONE	0	APPLY_RANDOM	16	APPLY_RESIST_MAGIC	16	APPLY_HP_REGEN	30	APPLY_NOLAN	10	0	350	0	41583	0	0	10	3	0
44441	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44442	929	0	LEVEL	94	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RESIST_MAGIC	18	APPLY_HP_REGEN	31	APPLY_NOLAN	12	0	350	0	41583	0	5	20	3	0
44442	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44443	928	0	LEVEL	96	LIMIT_NONE	0	APPLY_RANDOM	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	32	APPLY_NOLAN	13	0	350	0	41583	0	7	25	3	0
44443	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44444	927	0	LEVEL	98	LIMIT_NONE	0	APPLY_RANDOM	22	APPLY_RESIST_MAGIC	22	APPLY_HP_REGEN	33	APPLY_NOLAN	14	0	350	0	41583	0	10	30	3	0
44444	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44445	926	0	LEVEL	100	LIMIT_NONE	0	APPLY_RANDOM	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	34	APPLY_NOLAN	16	0	350	0	41583	0	15	35	3	0
44445	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44446	925	0	LEVEL	102	LIMIT_NONE	0	APPLY_RANDOM	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	35	APPLY_NOLAN	18	0	350	0	41583	0	22	40	3	0
44446	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44447	924	0	LEVEL	104	LIMIT_NONE	0	APPLY_RANDOM	26	APPLY_RESIST_MAGIC	26	APPLY_HP_REGEN	36	APPLY_NOLAN	20	0	350	0	41583	0	32	50	3	0
44447	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44448	923	0	LEVEL	106	LIMIT_NONE	0	APPLY_RANDOM	27	APPLY_RESIST_MAGIC	27	APPLY_HP_REGEN	37	APPLY_NOLAN	22	0	350	0	41583	0	47	65	3	0
44448	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44449	922	0	LEVEL	108	LIMIT_NONE	0	APPLY_RANDOM	29	APPLY_RESIST_MAGIC	29	APPLY_HP_REGEN	38	APPLY_NOLAN	24	0	350	0	41583	0	68	80	3	0
44449	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44480	903	0	LEVEL	110	LIMIT_NONE	0	APPLY_RANDOM	30	APPLY_RESIST_MAGIC	30	APPLY_HP_REGEN	40	APPLY_NOLAN	25	0	350	0	41583	0	100	100	3	0
44450	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44451	930	0	LEVEL	92	LIMIT_NONE	0	APPLY_RANDOM	16	APPLY_RESIST_MAGIC	16	APPLY_HP_REGEN	30	APPLY_NOLAN	10	0	350	0	41583	0	0	10	3	0
44451	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44452	929	0	LEVEL	94	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RESIST_MAGIC	18	APPLY_HP_REGEN	31	APPLY_NOLAN	12	0	350	0	41583	0	5	20	3	0
44452	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44453	928	0	LEVEL	96	LIMIT_NONE	0	APPLY_RANDOM	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	32	APPLY_NOLAN	13	0	350	0	41583	0	7	25	3	0
44453	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44454	927	0	LEVEL	98	LIMIT_NONE	0	APPLY_RANDOM	22	APPLY_RESIST_MAGIC	22	APPLY_HP_REGEN	33	APPLY_NOLAN	14	0	350	0	41583	0	10	30	3	0
44454	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44455	926	0	LEVEL	100	LIMIT_NONE	0	APPLY_RANDOM	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	34	APPLY_NOLAN	16	0	350	0	41583	0	15	35	3	0
44455	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44456	925	0	LEVEL	102	LIMIT_NONE	0	APPLY_RANDOM	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	35	APPLY_NOLAN	18	0	350	0	41583	0	22	40	3	0
44456	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44457	924	0	LEVEL	104	LIMIT_NONE	0	APPLY_RANDOM	26	APPLY_RESIST_MAGIC	26	APPLY_HP_REGEN	36	APPLY_NOLAN	20	0	350	0	41583	0	32	50	3	0
44457	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44458	923	0	LEVEL	106	LIMIT_NONE	0	APPLY_RANDOM	27	APPLY_RESIST_MAGIC	27	APPLY_HP_REGEN	37	APPLY_NOLAN	22	0	350	0	41583	0	47	65	3	0
44458	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44459	922	0	LEVEL	108	LIMIT_NONE	0	APPLY_RANDOM	29	APPLY_RESIST_MAGIC	29	APPLY_HP_REGEN	38	APPLY_NOLAN	24	0	350	0	41583	0	68	80	3	0
44459	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44500	903	0	LEVEL	110	LIMIT_NONE	0	APPLY_RANDOM	30	APPLY_RESIST_MAGIC	30	APPLY_HP_REGEN	40	APPLY_NOLAN	25	0	350	0	41583	0	100	100	3	0
44460	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44461	930	0	LEVEL	92	LIMIT_NONE	0	APPLY_RANDOM	16	APPLY_RESIST_MAGIC	16	APPLY_HP_REGEN	30	APPLY_NOLAN	10	0	350	0	41583	0	0	10	3	0
44461	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44462	929	0	LEVEL	94	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RESIST_MAGIC	18	APPLY_HP_REGEN	31	APPLY_NOLAN	12	0	350	0	41583	0	5	20	3	0
44462	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44463	928	0	LEVEL	96	LIMIT_NONE	0	APPLY_RANDOM	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	32	APPLY_NOLAN	13	0	350	0	41583	0	7	25	3	0
44463	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44464	927	0	LEVEL	98	LIMIT_NONE	0	APPLY_RANDOM	22	APPLY_RESIST_MAGIC	22	APPLY_HP_REGEN	33	APPLY_NOLAN	14	0	350	0	41583	0	10	30	3	0
44464	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44465	926	0	LEVEL	100	LIMIT_NONE	0	APPLY_RANDOM	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	34	APPLY_NOLAN	16	0	350	0	41583	0	15	35	3	0
44465	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44466	925	0	LEVEL	102	LIMIT_NONE	0	APPLY_RANDOM	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	35	APPLY_NOLAN	18	0	350	0	41583	0	22	40	3	0
44466	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44467	924	0	LEVEL	104	LIMIT_NONE	0	APPLY_RANDOM	26	APPLY_RESIST_MAGIC	26	APPLY_HP_REGEN	36	APPLY_NOLAN	20	0	350	0	41583	0	32	50	3	0
44467	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44468	923	0	LEVEL	106	LIMIT_NONE	0	APPLY_RANDOM	27	APPLY_RESIST_MAGIC	27	APPLY_HP_REGEN	37	APPLY_NOLAN	22	0	350	0	41583	0	47	65	3	0
44468	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44469	922	0	LEVEL	108	LIMIT_NONE	0	APPLY_RANDOM	29	APPLY_RESIST_MAGIC	29	APPLY_HP_REGEN	38	APPLY_NOLAN	24	0	350	0	41583	0	68	80	3	0
44469	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44520	903	0	LEVEL	110	LIMIT_NONE	0	APPLY_RANDOM	30	APPLY_RESIST_MAGIC	30	APPLY_HP_REGEN	40	APPLY_NOLAN	25	0	350	0	41583	0	100	100	3	0
44470	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44471	930	0	LEVEL	92	LIMIT_NONE	0	APPLY_RANDOM	16	APPLY_RESIST_MAGIC	16	APPLY_HP_REGEN	30	APPLY_NOLAN	10	0	350	0	41583	0	0	10	3	0
44471	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44472	929	0	LEVEL	94	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RESIST_MAGIC	18	APPLY_HP_REGEN	31	APPLY_NOLAN	12	0	350	0	41583	0	5	20	3	0
44472	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44473	928	0	LEVEL	96	LIMIT_NONE	0	APPLY_RANDOM	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	32	APPLY_NOLAN	13	0	350	0	41583	0	7	25	3	0
44473	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44474	927	0	LEVEL	98	LIMIT_NONE	0	APPLY_RANDOM	22	APPLY_RESIST_MAGIC	22	APPLY_HP_REGEN	33	APPLY_NOLAN	14	0	350	0	41583	0	10	30	3	0
44474	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44475	926	0	LEVEL	100	LIMIT_NONE	0	APPLY_RANDOM	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	34	APPLY_NOLAN	16	0	350	0	41583	0	15	35	3	0
44475	Nr_Armura1_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	44476	925	0	LEVEL	102	LIMIT_NONE	0	APPLY_RANDOM	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	35	APPLY_NOLAN	18	0	350	0	41583	0	22	40	3	0
